SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
115/12 kV,Valley 'D' 500/115 System,1.445,0.011,1.456,4.42,32.06,8.58,0,Deliverability in this area has not been determined by previous interconnection studies.,2129338,Alcalde,12,Moraga,118,27684.4323345799
66/4.16 kV,Eagle Rock 220/66 System,0.067,0.009,0.076,1.95,3.9,2.22,0.22,Interconnection studies in this area have identified adequate deliverability.,2131719,Alden,4,Beverly,119,6787.76033500018
66/16 kV,Eagle Rock 220/66 System,1.541,0.646,2.187,8.65,25.28,11.01,0,Interconnection studies in this area have identified adequate deliverability.,2137918,Braun,16,Alhambra,120,35785.2752812851
66/4.16 kV,Hinson 220/66 System,0.052,0,0.052,1.66,3.3,2.25,0.19,Interconnection studies in this area have identified adequate deliverability.,2134912,Brayton,4,Bowl,121,18648.3637719217
66/12 kV,Villa Park 220/66 System,0.924,0.103,1.027,5.92,17.63,8.96,0,Interconnection studies in this area have identified adequate deliverability.,2134913,Brazil,12,Bryan,122,25682.6628418684
16/4.16 kV,Goleta 220/66 System,0.326,0,0.326,1.78,18.75,1.97,0,Interconnection studies in this area have identified adequate deliverability.,2134915,Braemer,4,Playa,123,17594.5868671378
66/12 kV,Walnut 220/66 System,7.442,0,7.442,9.24,77.17,2.87,0,Interconnection studies in this area have identified adequate deliverability.,2134916,Bren,12,Merced,124,58750.4207444701
66/16 kV,Moorpark 220/66 System,1.696,0.02,1.717,11.23,15.5,11.46,0,Interconnection studies in this area have identified adequate deliverability.,2134918,Brennan,16,Moorpark,125,96465.9932923679
16/4.16 kV,Mesa 220/66 System,0.061,0,0.061,2.3,2.89,2.23,0.28,Interconnection studies in this area have identified adequate deliverability.,2138074,Brooklyn,4,Belvedere,126,16800.2270641019
66/12 kV,Mesa 220/66 System,0.254,0.135,0.389,7.03,5.77,9.59,0.65,Interconnection studies in this area have identified adequate deliverability.,2134016,Bronco,12,Narrows,127,72361.6936594212
66/4.16 kV,San Bernardino 220/66 System,0.183,0,0.183,2.24,8.6,2.11,0.14,Interconnection studies in this area have identified adequate deliverability.,2139088,Brookside,4,Redlands,128,24996.5807459587
115/12 kV,Victor 220/115 System,0.973,0.018,0.991,9.78,10.68,8.96,0.42,Interconnection studies in this area have identified adequate deliverability.,2134171,Brucite,12,Victor,129,65418.1774194349
33/4.16 kV,Devers 220/115 System,0.731,0.04,0.771,2.3,33.96,1.52,0,Deliverability in this area has not been determined by previous interconnection studies.,2135273,Burkett,4,Holiday,130,15683.1526733352
66/12 kV,Padua 220/66 System,1.762,0.017,1.779,10,17.95,8.21,0,Interconnection studies in this area have identified adequate deliverability.,2154997,Cataract,12,San Dimas,131,49076.9567809884
66/12 kV,Hinson 220/66 System,0.431,0.013,0.444,6.26,7.97,9.5,0.44,Interconnection studies in this area have identified adequate deliverability.,2132868,Chris,12,Watson,132,49232.2337098729
66/12 kV,Etiwanda 220/66 System,1.14,0.015,1.156,10,11.72,8.83,0.33,Interconnection studies in this area have identified adequate deliverability.,2145517,Casals,12,Wimbledon,133,43355.1469888445
33/12 kV,Big Creek 220/220 System,0.004,0,0.004,0.76,0.56,10,0.11,Interconnection studies in this area have identified inadequate deliverability.,2145518,Cascada,12,Pitman,134,11254.4410412493
66/4.16 kV,Mesa 220/66 System,0.116,0,0.116,1.99,5.82,2.18,0.18,Interconnection studies in this area have identified adequate deliverability.,2134917,Brent,4,Garfield,135,12044.0738324104
66/12 kV,Mira Loma 220/66 System,0,0,0,10,19.03,8.1,0,Interconnection studies in this area have identified adequate deliverability.,2138069,Brewer,12,Mira Loma,136,33252.2093076524
66/16 kV,Laguna Bell Ab 220/66 System,0.354,0,0.354,11.24,3.24,12.84,1.32,Interconnection studies in this area have identified adequate deliverability.,2138070,Brickyard,16,Bandini,137,75015.9835806846
66/12 kV,Olinda 220/66 System,0.468,0,0.468,7.01,6.67,9.53,0.58,Interconnection studies in this area have identified adequate deliverability.,2138071,Bride,12,La Habra,138,22528.858192005
66/12 kV,Hinson 220/66 System,0,0,0,1.41,0,10,0.21,Interconnection studies in this area have identified adequate deliverability.,2138073,Brink,12,Pico,139,24217.3656699883
66/12 kV,Hinson 220/66 System,0.663,0,0.663,5.06,13.21,9.33,0.09,Interconnection studies in this area have identified adequate deliverability.,2134013,Brine,12,Neptune,140,37529.3221193342
66/12 kV,Ellis 'C' 220/66 System,0.093,0.005,0.098,4.71,2.26,9.89,0.6,Interconnection studies in this area have identified adequate deliverability.,2134014,Brittan,12,Sullivan,141,33057.3947974793
33/12 kV,Kramer 220/115 System,1.002,0.004,1.005,5.43,75.25,5.91,0,Interconnection studies in this area have identified inadequate deliverability.,2134015,Brittle Bush,12,Calcity 'A',142,65519.7750611665
66/12 kV,Santiago 220/66 System,0.265,0.004,0.269,5.41,5.05,9.73,0.54,Interconnection studies in this area have identified adequate deliverability.,2141013,Ajard,12,Borrego,143,29622.5137365397
66/12 kV,Santiago 220/66 System,0.73,0.02,0.75,8.41,9.23,9.22,0.48,Interconnection studies in this area have identified adequate deliverability.,2141014,Akita,12,Moulton,144,49726.8848297424
66/16 kV,La Cienega 220/66 System,0.1,0,0.1,0.42,12.04,13.15,0.01,Interconnection studies in this area have identified adequate deliverability.,2134563,Aircraft,16,Marine,145,9491.01759917421
66/12 kV,San Bernardino 220/66 System,0.464,0.004,0.468,10,4.84,9.52,1.02,Interconnection studies in this area have identified adequate deliverability.,2141015,Alabama,12,Redlands,146,91855.537032307
16/4.16 kV,Goleta 220/66 System,0.155,0,0.155,1.26,13.72,2.13,0.02,Interconnection studies in this area have identified adequate deliverability.,2129335,Alamar,4,Modoc,147,17163.2086950012
66/12 kV,Center 220/66 System,0.11,0.567,0.677,6.9,9.86,9.32,0.36,Interconnection studies in this area have identified adequate deliverability.,2141016,Alameda,12,Imperial,148,47750.9100167355
66/16 kV,La Fresa 220/66 System,2.787,0.013,2.8,12.12,16.83,11.16,0,Interconnection studies in this area have identified adequate deliverability.,2131542,Alaska,16,Yukon,149,81086.6915821259
66/16 kV,El Nido 220/66 System,0.105,0.007,0.112,11.41,20.87,10.82,0,Interconnection studies in this area have identified adequate deliverability.,2131543,Albacore,16,El Nido,150,70266.8066962532
66/16 kV,La Cienega 220/66 System,0.401,0.454,0.855,9.78,9.23,12.3,0.56,Interconnection studies in this area have identified adequate deliverability.,2131544,Albatross,16,Santa Monica,151,54784.0325725135
66/12 kV,Center 220/66 System,0.606,0.004,0.61,8.02,7.83,9.37,0.57,Interconnection studies in this area have identified adequate deliverability.,2131545,Alburtis,12,Passons,152,34786.8240369438
66/16 kV,Laguna Bell De 220/66 System,0.053,0,0.053,5.71,0.93,13.15,0.8,Interconnection studies in this area have identified adequate deliverability.,2131547,Albany,16,Randolph,153,43135.505309783
66/16 kV,Laguna Bell De 220/66 System,0.038,0.017,0.054,6.16,1.22,13.12,0.85,Interconnection studies in this area have identified adequate deliverability.,2131546,Alcoa,16,Randolph,154,45172.11081172
115/33 kV,Vista 220/115 System,0,2.1,2.1,2.21,95.01,24.9,0,Interconnection studies in this area have identified adequate deliverability.,2132238,Box Spring,33,Calectric,155,3496.63487872277
66/12 kV,Alamitos 220/66 System,2.048,0,2.048,8.08,15.99,8.71,0,Interconnection studies in this area have identified adequate deliverability.,2132379,Boyd,12,Stadium,156,54965.6300946262
66/12 kV,Villa Park 220/66 System,0.344,0.006,0.35,8.59,4.25,9.64,0.92,Interconnection studies in this area have identified adequate deliverability.,2132381,Boysen,12,Villa Park,157,32663.4505087931
66/12 kV,Mira Loma 220/66 System,0.338,0.005,0.343,8.71,4.13,9.64,0.95,Interconnection studies in this area have identified adequate deliverability.,2137911,Border,12,Jefferson,158,55080.6259123832
16/4.16 kV,La Fresa 220/66 System,0.112,0,0.112,1.71,6.54,2.19,0.14,Interconnection studies in this area have identified adequate deliverability.,2133853,Borden,4,Ditmar,159,16917.0935517551
115/12 kV,Valley 'D' 500/115 System,0.551,0.003,0.554,5.94,9.67,9.43,0.32,Deliverability in this area has not been determined by previous interconnection studies.,2133854,Bordeaux,12,Pauba,160,57745.3253394303
66/12 kV,Lighthipe 220/66 System,1.206,0,1.206,7.19,1.13,9.92,1,Interconnection studies in this area have identified adequate deliverability.,2132235,Bort,12,Sunnyside,161,25966.4979897109
66/12 kV,Windhub 220/66 System,0.631,0,0.631,7.12,6.42,9.54,0.61,Interconnection studies in this area have identified adequate deliverability.,2132237,Boxcar,12,Goldtown,162,157650.113888081
66/16 kV,Laguna Bell Ab 220/66 System,0.04,0,0.04,5.08,0.8,13.16,0.72,Interconnection studies in this area have identified adequate deliverability.,2146096,Boris,16,Bandini,163,20993.3770788619
66/12 kV,Walnut 220/66 System,0.565,0,0.565,5.91,9.72,9.42,0.31,Interconnection studies in this area have identified adequate deliverability.,2146097,Bosco,12,Cortez,164,25964.1413846076
16/4.16 kV,Laguna Bell De 220/66 System,0.048,0.029,0.076,1.69,4.73,2.22,0.17,Interconnection studies in this area have identified adequate deliverability.,2146098,Boston,4,Graham,165,11475.5620839777
115/12 kV,Kramer 220/115 System,1.688,0.022,1.71,9.08,19.11,8.26,0,Interconnection studies in this area have identified inadequate deliverability.,2137916,Bowman,12,Downs,166,92996.0529962879
66/12 kV,Padua 220/66 System,0.008,1.033,1.041,10,0.08,9.99,1.49,Interconnection studies in this area have identified adequate deliverability.,2132380,Boynton,12,Cucamonga,167,30714.2916973749
33/12 kV,Kramer 220/115 System,0.225,0.183,0.408,1.46,42.87,9.38,0,Interconnection studies in this area have identified inadequate deliverability.,2133857,Bragdon,12,Harvard,168,398843.298178962
66/12 kV,Walnut 220/66 System,0.744,0.008,0.753,7.35,10.24,9.25,0.35,Interconnection studies in this area have identified adequate deliverability.,2134910,Brakeman,12,Railroad,169,75166.3907397914
66/12 kV,Mira Loma 220/66 System,2.232,0.017,2.249,10,24.37,7.56,0,Interconnection studies in this area have identified adequate deliverability.,2134911,Bravon,12,Archibald,170,61112.1582092833
66/16 kV,Saugus 220/66 System,1.493,0.01,1.503,10.86,12.53,11.84,0.27,Interconnection studies in this area have identified adequate deliverability.,2137917,Brand,16,Santa Susana,171,33010.2216011578
66/4.16 kV,Barre 220/66 System,0.09,0,0.09,2.3,4.19,2.2,0.25,Interconnection studies in this area have identified adequate deliverability.,2135653,Ash,4,Fullerton,172,19590.2289773046
66/12 kV,Etiwanda 220/66 System,0.622,0.011,0.633,6.21,10.72,9.33,0.27,Interconnection studies in this area have identified adequate deliverability.,2135654,Ashford,12,Archline,173,36220.2839871564
66/12 kV,Antelope 220/66 System,2.236,0.007,2.242,8.16,27.83,7.73,0,Interconnection studies in this area have identified adequate deliverability.,2142338,Ashberry,12,Anaverde,174,42704.1880468058
66/4.16 kV,Lighthipe 220/66 System,0.142,0,0.142,2.3,6.31,2.15,0.2,Interconnection studies in this area have identified adequate deliverability.,2134375,Ada,4,Bullis,175,17933.4365880429
66/16 kV,La Fresa 220/66 System,0.24,0,0.24,4.98,5.12,12.95,0.49,Interconnection studies in this area have identified adequate deliverability.,2134376,Adak,16,Yukon,176,28996.5859114132
66/12 kV,Hinson 220/66 System,0.727,4.628,5.355,8.26,105.92,1.25,0,Interconnection studies in this area have identified adequate deliverability.,2134377,Admiral,12,Pico,177,50528.4258382864
66/4.16 kV,Lighthipe 220/66 System,0.085,0,0.085,1.91,6,2.19,0.17,Interconnection studies in this area have identified adequate deliverability.,2129135,Adair,4,Sunnyside,178,21021.0954708818
115/12 kV,Victor 220/115 System,0.785,0.013,0.798,7.76,10.48,9.19,0.35,Interconnection studies in this area have identified adequate deliverability.,2129136,Adelanto,12,Victor,179,59936.1388149274
66/16 kV,Mesa 220/66 System,0.23,0.093,0.323,3.9,8.28,12.88,0.26,Interconnection studies in this area have identified adequate deliverability.,2131375,Adobe,16,Newmark,180,32998.3660266059
66/12 kV,Hinson 220/66 System,0,0,0,5.95,0,10,0.89,Interconnection studies in this area have identified adequate deliverability.,2131376,Afton,12,Cherry,181,10598.1831091399
66/12 kV,Ellis 'C' 220/66 System,0.427,0.005,0.432,7.12,6.26,9.55,0.62,Interconnection studies in this area have identified adequate deliverability.,2131377,Agena,12,Gisler,182,27665.5261133044
66/12 kV,Hinson 220/66 System,0,0,0,2.6,0,10,0.39,Interconnection studies in this area have identified adequate deliverability.,2131378,Ahoy,12,Pico,183,28093.149356103
66/12 kV,Etiwanda 220/66 System,2.584,0.019,2.603,6.88,51.48,6.46,0,Interconnection studies in this area have identified adequate deliverability.,2134378,Acosta,12,Randall,184,97004.3396685957
66/12 kV,Santiago 220/66 System,0.831,0.043,0.874,10,9.98,9,0.5,Interconnection studies in this area have identified adequate deliverability.,2134560,Agate,12,Morro,185,96627.2256700852
66/4.16 kV,Lighthipe 220/66 System,0.125,0,0.125,1.67,8.34,2.16,0.11,Interconnection studies in this area have identified adequate deliverability.,2141010,Agnes,4,Bullis,186,13161.7137992006
66/16 kV,Laguna Bell Ab 220/66 System,0.1,0.066,0.166,5.99,1.67,13.1,0.8,Interconnection studies in this area have identified adequate deliverability.,2141012,Agra,16,Laguna Bell,187,30215.1522644009
16/4.16 kV,Goleta 220/66 System,0.063,0,0.063,0.61,10.37,2.24,0.03,Interconnection studies in this area have identified adequate deliverability.,2142519,Ashley,4,Ashley P.T.,188,10727.0907507264
115/12 kV,Victor 220/115 System,0.526,0.011,0.537,8.33,6.45,9.46,0.71,Interconnection studies in this area have identified adequate deliverability.,2142520,Astor,12,Victor,189,63588.2849175099
66/12 kV,Mira Loma 220/66 System,1.697,0.005,1.702,8.85,18.91,8.33,0,Interconnection studies in this area have identified adequate deliverability.,2142521,Astoria,12,Corona,190,68895.5422470292
115/12 kV,Mirage 220/115 System,1.681,0.007,1.688,9.48,18.2,8.28,0,Interconnection studies in this area have identified inadequate deliverability.,2142522,Athel,12,Tamarisk,191,27159.4085680743
66/12 kV,Walnut 220/66 System,0.004,0,0.004,0.36,0.99,10,0.05,Interconnection studies in this area have identified adequate deliverability.,2142523,Athena,12,Proctor,192,14841.6943878754
66/12 kV,Ellis 'C' 220/66 System,0.213,0,0.213,7.73,2.52,9.81,0.97,Interconnection studies in this area have identified adequate deliverability.,2142524,Austin,12,Vera,193,44089.3150664043
66/12 kV,Chino 220/66 System,0.489,0.021,0.511,10,13.92,8.61,0.11,Interconnection studies in this area have identified adequate deliverability.,2132536,Atlas,12,Francis,194,58598.7690106047
66/16 kV,Santa Clara 220/66 System,0.337,0.581,0.918,12.6,7.2,12.29,0.98,Interconnection studies in this area have identified adequate deliverability.,2135849,Atmore,16,Wakefield,195,162304.369493409
66/12 kV,Santiago 220/66 System,0.029,1.412,1.442,6.03,0.69,9.96,0.86,Interconnection studies in this area have identified adequate deliverability.,2135850,Atrium,12,Crown,196,32300.7381697916
66/12 kV,Hinson 220/66 System,0.716,0,0.716,4.65,0,10,0.7,Interconnection studies in this area have identified adequate deliverability.,2135851,Attica,12,Pico,197,16399.968786455
66/16 kV,La Cienega 220/66 System,0.182,0,0.182,7.12,3,12.99,0.85,Interconnection studies in this area have identified adequate deliverability.,2135852,Auburn,16,Culver,198,64212.6382181608
115/12 kV,Vista 220/115 System,1.567,0.027,1.593,8.57,19.09,8.36,0,Interconnection studies in this area have identified adequate deliverability.,2135854,Avanti,12,Shandin,199,76300.3600169319
66/12 kV,Rector 220/66 System,1.481,0.01,1.491,10,17.35,8.27,0,Interconnection studies in this area have identified inadequate deliverability.,2130218,Aurora,12,Tulare,200,70058.94357323
66/12 kV,Villa Park 220/66 System,1.718,0.008,1.726,10,17.88,8.21,0,Interconnection studies in this area have identified adequate deliverability.,2132538,Avalanche,12,Yorba Linda,201,56887.3107773172
66/12 kV,Johanna 220/66 System,0.386,1.16,1.546,7.73,2.56,9.8,0.96,Interconnection studies in this area have identified adequate deliverability.,2143086,Avco,12,Cabrillo,202,31673.8607032311
66/12 kV,Chino 220/66 System,0.833,0,0.833,9.04,9.33,9.16,0.51,Interconnection studies in this area have identified adequate deliverability.,2143087,Avery,12,Narod,203,54786.5526396326
12/4.16 kV,Center 220/66 System,0.168,0.003,0.17,1.96,8.88,2.13,0.12,Interconnection studies in this area have identified adequate deliverability.,2132710,Avon,4,Downey,204,19291.327365439
